Position,Track Name,Artist,Streams,date,region,id,uri,happiness,energy,danceability,loudness,speechiness,instrumentalness
7,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,5154,9/1/2017,th,7F9vK8hNFMml4GtHsaXui6,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.645,0.53,0.683,-4.918,0.142,0
24,OK,Robin Schulz,5153,7/7/2017,cz,3bWAqKDWg6u1davspr5IkS,spotify:track:3bWAqKDWg6u1davspr5IkS,0.583,0.81,0.653,-6.032,0.0558,0
123,Take Me To Church,Hozier,5153,1/6/2017,pl,0IqKeD8ZSP72KbGYyzEcAs,spotify:track:0IqKeD8ZSP72KbGYyzEcAs,0.437,0.664,0.566,-5.303,0.0464,0
50,I Feel It Coming,The Weeknd,5152,7/7/2017,ec,5GXAXm5YOmYT0kL5jHvYBt,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,0.585,0.819,0.773,-5.946,0.118,0
164,De Pies A Cabeza,Maná,5151,3/3/2017,co,2CkHE54EH44Qj945ynQRw7,spotify:track:2CkHE54EH44Qj945ynQRw7,0.874,0.814,0.695,-5.35,0.0461,8.53E-05
7,Mayores,Becky G,5151,9/1/2017,hn,7JNh1cfm0eXjqFVOzKLyau,spotify:track:7JNh1cfm0eXjqFVOzKLyau,0.871,0.855,0.743,-3.976,0.0436,0.0045
139,This Is What You Came For,Calvin Harris,5151,7/7/2017,nz,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465,0.928,0.63,-2.787,0.0331,0.124
45,Castle on the Hill,Ed Sheeran,5150,3/3/2017,ec,6PCUP3dWmTjcTtXY02oFdT,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.471,0.834,0.461,-4.868,0.0989,1.14E-05
175,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5150,3/3/2017,nz,5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.0689,0.732,0.698,-4.522,0.266,0.000647
155,Mr. Brightside,The Killers,5150,4/14/2017,nz,7oK9VyNzrYvRFo7nQEYkWN,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,0.234,0.936,0.33,-3.66,0.0917,0
166,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,5150,2/3/2017,pe,0LtVx5vsq9nfpGsWgjUin6,spotify:track:0LtVx5vsq9nfpGsWgjUin6,0.419,0.121,0.483,-15.133,0.0349,0
8,Attention,Charlie Puth,5150,9/1/2017,th,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,0.777,0.626,0.774,-4.432,0.0432,3.12E-05
33,Issues,Julia Michaels,5149,5/12/2017,jp,1sXUWdKx03aP9Gmzft58rt,spotify:track:1sXUWdKx03aP9Gmzft58rt,0.426,0.427,0.683,-6.827,0.0777,0
31,Reggaetón Lento (Bailemos),CNCO,5149,8/4/2017,uy,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,0.71,0.838,0.761,-3.073,0.0502,0
185,HUMBLE.,Kendrick Lamar,5148,9/1/2017,co,7KXjTSCq5nL1LoYtL7XAwS,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.421,0.621,0.908,-6.638,0.102,5.39E-05
172,Love On The Brain,Rihanna,5148,5/12/2017,nz,2aksifNn5ph8igDOkPBA02,spotify:track:2aksifNn5ph8igDOkPBA02,0.378,0.637,0.509,-4.83,0.0471,1.08E-05
173,My Way,Calvin Harris,5148,5/12/2017,nz,1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,0.536,0.913,0.819,-3.059,0.0427,3.72E-05
76,goosebumps,Travis Scott,5147,8/4/2017,ch,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43,0.728,0.841,-3.37,0.0484,0
115,Ex (feat. YG),Ty Dolla $ign,5147,10/27/2017,ch,1Mb187X5w3OUQNH6P5M28Y,spotify:track:1Mb187X5w3OUQNH6P5M28Y,0.523,0.426,0.77,-5.717,0.0473,0
170,Scared to Be Lonely,Martin Garrix,5146,11/24/2017,co,3ebXMykcMXOcLeJ9xZ17XH,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,0.195,0.54,0.584,-7.786,0.0576,0
176,T-Shirt,Migos,5146,3/3/2017,nz,7KOlJ92bu51cltsD9KU5I7,spotify:track:7KOlJ92bu51cltsD9KU5I7,0.486,0.687,0.865,-3.744,0.217,0
111,Heartline,Craig David,5145,11/24/2017,ie,4ioNqWWd8Ivz4bLfrn3bBN,spotify:track:4ioNqWWd8Ivz4bLfrn3bBN,0.78,0.779,0.758,-3.531,0.0433,0
167,El Chisme,Reykon,5144,4/14/2017,pe,4VXejnj5WgM6H72ct2fSgQ,spotify:track:4VXejnj5WgM6H72ct2fSgQ,0.812,0.929,0.723,-3.022,0.106,0
116,Famous,Ty Dolla $ign,5144,10/27/2017,ch,0DowsITFvHqUqg96WQR3s5,spotify:track:0DowsITFvHqUqg96WQR3s5,0.577,0.298,0.562,-9.523,0.0862,0
38,XO TOUR Llif3,Lil Uzi Vert,5143,9/1/2017,cz,7GX5flRQZVHRAGd6B4TmDO,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,0.75,0.732,-6.366,0.231,0
88,Heathens,Twenty One Pilots,5143,3/3/2017,pt,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,0.548,0.396,0.732,-9.348,0.0286,3.58E-05
156,Don't Leave,Snakehips,5142,4/14/2017,pl,0Zx8khUcEfCFK2AEoIhC92,spotify:track:0Zx8khUcEfCFK2AEoIhC92,0.338,0.703,0.657,-3.402,0.0753,0
39,Closer,The Chainsmokers,5141,3/3/2017,cz,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661,0.524,0.748,-5.599,0.0338,0
24,Tuesday,Burak Yeter,5141,7/7/2017,hu,7abpmGpF7PGep2rDU68GBR,spotify:track:7abpmGpF7PGep2rDU68GBR,0.64,0.645,0.839,-6.084,0.081,0.0228
28,Olha a Explosão,MC Kevinho,5141,8/4/2017,py,6m2LNopVJKsvBB9l7Z1rwn,spotify:track:6m2LNopVJKsvBB9l7Z1rwn,0.367,0.62,0.766,-2.887,0.127,0
29,Cuando Se Pone a Bailar,Rombai,5141,6/9/2017,uy,1MpKZi1zTXpERKwxmOu1PH,spotify:track:1MpKZi1zTXpERKwxmOu1PH,0.937,0.682,0.588,-7.169,0.173,2.69E-05
51,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,5139,7/7/2017,ec,5xMzazov0IHYllrc8U2K6F,spotify:track:5xMzazov0IHYllrc8U2K6F,0.768,0.907,0.673,-3.716,0.074,0
68,Me Enamoré,Shakira,5139,8/4/2017,pt,4qknM1pQz53QOyfDVTjcM9,spotify:track:4qknM1pQz53QOyfDVTjcM9,0.948,0.879,0.74,-2.251,0.105,8.25E-05
131,Hotel California - 2013 Remaster,Eagles,5138,1/6/2017,nz,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,0.609,0.508,0.579,-9.484,0.027,0.000494
156,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,5138,4/14/2017,nz,4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,0.739,0.786,0.502,-4.378,0.317,0
69,Swish Swish,Katy Perry,5138,7/7/2017,pt,2kVHAQKVtczchKctctzbtK,spotify:track:2kVHAQKVtczchKctctzbtK,0.534,0.716,0.836,-5.211,0.0549,1.83E-05
168,Báilame,Nacho,5137,4/14/2017,pe,7lRsNbdOGykkMAgsqs4R1C,spotify:track:7lRsNbdOGykkMAgsqs4R1C,0.561,0.869,0.817,-4.791,0.18,0.00226
77,Thinking out Loud,Ed Sheeran,5136,2/3/2017,ch,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,0.591,0.445,0.781,-6.061,0.0295,0
179,7 Years,Lukas Graham,5135,9/1/2017,nz,7129iqBafaphfc3WPCGC0L,spotify:track:7129iqBafaphfc3WPCGC0L,0.346,0.479,0.742,-5.83,0.0551,0
119,Caraluna,Bacilos,5134,1/6/2017,pe,7DhYjNLksXZhbRQeheAums,spotify:track:7DhYjNLksXZhbRQeheAums,0.895,0.773,0.76,-5.314,0.0675,0
169,Persiana Americana,Soda Stereo,5134,4/14/2017,pe,7JZP7kQsuFFWOrtAI7uNiW,spotify:track:7JZP7kQsuFFWOrtAI7uNiW,0.485,0.915,0.582,-6.217,0.0418,0.0138
76,Human,Rag'n'Bone Man,5134,1/6/2017,pt,58zsLZPvfflaiIbNWoA22O,spotify:track:58zsLZPvfflaiIbNWoA22O,0.554,0.707,0.602,-4.097,0.302,0
76,No vaya a ser,Pablo Alborán,5134,10/27/2017,pt,2yajAy8Va9VTk3yhF9B3ET,spotify:track:2yajAy8Va9VTk3yhF9B3ET,0.577,0.687,0.731,-7.399,0.0586,2.33E-05
76,Something Just Like This,The Chainsmokers,5134,11/24/2017,pt,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.446,0.635,0.617,-6.769,0.0317,1.44E-05
22,Bella y Sensual,Romeo Santos,5133,9/1/2017,do,0ERbK7qVqveCaBWIiYCrl3,spotify:track:0ERbK7qVqveCaBWIiYCrl3,0.749,0.713,0.635,-6.909,0.0937,0
149,7 Years,Lukas Graham,5133,6/9/2017,nz,7129iqBafaphfc3WPCGC0L,spotify:track:7129iqBafaphfc3WPCGC0L,0.346,0.479,0.742,-5.83,0.0551,0
161,Hello,Adele,5133,8/4/2017,nz,4sPmO7WMQUAf45kwMOtONw,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289,0.451,0.481,-6.095,0.0347,0
162,You Don't Know Me - Radio Edit,Jax Jones,5133,8/4/2017,nz,00lNx0OcTJrS3MKHcB80HY,spotify:track:00lNx0OcTJrS3MKHcB80HY,0.682,0.669,0.876,-6.054,0.138,0
32,Mayores,Becky G,5133,9/1/2017,py,7JNh1cfm0eXjqFVOzKLyau,spotify:track:7JNh1cfm0eXjqFVOzKLyau,0.871,0.855,0.743,-3.976,0.0436,0.0045
112,Can't Feel My Face,The Weeknd,5132,1/6/2017,co,6RsWqX8zABZLhZydXxEFOm,spotify:track:6RsWqX8zABZLhZydXxEFOm,0.593,0.77,0.702,-5.416,0.0482,0
71,Way Down We Go,KALEO,5131,1/6/2017,be,0y1QJc3SJVPKJ1OvFmFqe6,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,0.337,0.505,0.489,-8.022,0.117,0.000333
25,1-800-273-8255,Logic,5131,11/24/2017,cz,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.352,0.574,0.62,-7.788,0.0479,0
150,Distance,Omarion,5131,6/9/2017,nz,69f1steoIMhN1skPkBR6rB,spotify:track:69f1steoIMhN1skPkBR6rB,0.743,0.812,0.774,-5.446,0.215,0
163,Water Under the Bridge,Adele,5130,8/4/2017,nz,4vb4mFvYsr2h6enhjJsq9Y,spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.472,0.838,0.596,-6.52,0.0704,1.54E-05
15,Me Rehúso,Danny Ocean,5129,3/3/2017,do,6De0lHrwBfPfrhorm9q1Xl,spotify:track:6De0lHrwBfPfrhorm9q1Xl,0.426,0.804,0.744,-6.327,0.0677,0
27,Mi Gente,J Balvin,5129,11/24/2017,do,2rb5MvYT7ZIxbKW5hfcHx8,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,0.294,0.677,0.543,-4.915,0.0993,6.21E-06
151,Go Flex,Post Malone,5129,6/9/2017,nz,5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.127,0.498,0.665,-8.185,0.0831,0
152,Hello,Adele,5129,6/9/2017,nz,4sPmO7WMQUAf45kwMOtONw,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289,0.451,0.481,-6.095,0.0347,0
180,Dreams - 2004 Remaster,Fleetwood Mac,5128,9/1/2017,nz,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,0.789,0.492,0.828,-9.744,0.0276,0.00428
8,Shape of You,Ed Sheeran,5127,1/6/2017,gt,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.931,0.652,0.825,-3.183,0.0802,0
11,La Rompe Corazones,Daddy Yankee,5127,4/14/2017,py,4okba5wu9mMLXx79DXLKi3,spotify:track:4okba5wu9mMLXx79DXLKi3,0.891,0.859,0.685,-2.595,0.0553,0
69,Bank Account,21 Savage,5127,8/4/2017,pt,5eqK0tbzUPo2SoeZsov04s,spotify:track:5eqK0tbzUPo2SoeZsov04s,0.376,0.346,0.884,-8.228,0.351,7.04E-06
78,One Dance,Drake,5126,4/14/2017,ch,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,0.371,0.619,0.791,-5.886,0.0532,0.00423
112,No Scrubs,TLC,5125,11/24/2017,ie,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,0.59,0.675,0.743,-4.267,0.0953,0.000717
54,Hot2Touch,Felix Jaehn,5124,5/12/2017,at,1sBhJGPUKrdRycgKxve70v,spotify:track:1sBhJGPUKrdRycgKxve70v,0.813,0.719,0.755,-5.316,0.0421,1.53E-05
40,Si Tú La Ves (feat. Wisin),Nicky Jam,5123,11/24/2017,py,4yN6xPLopmTLvc27pO9LIE,spotify:track:4yN6xPLopmTLvc27pO9LIE,0.786,0.731,0.685,-5.119,0.093,0
170,"Un Bellakeo (feat. Alexio, Pusho & Juanka El Problematik)",Ozuna,5123,4/14/2017,pe,0IBzvfDLFn9K39wMASeBiQ,spotify:track:0IBzvfDLFn9K39wMASeBiQ,0.961,0.79,0.9,-3.7,0.0772,8.24E-06
157,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,5123,4/14/2017,pl,0L7loeTIg6akW84aEQZpCT,spotify:track:0L7loeTIg6akW84aEQZpCT,0.751,0.877,0.746,-3.782,0.0666,0.000833
70,Say Something Loving,The xx,5123,7/7/2017,pt,728zbo72kOoYdGR3AhNsyF,spotify:track:728zbo72kOoYdGR3AhNsyF,0.383,0.721,0.627,-7.782,0.0304,6.41E-05
174,Broccoli (feat. Lil Yachty),DRAM,5122,5/12/2017,nz,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,0.708,0.525,0.886,-7.39,0.131,0
32,Te Quiero Pa´Mi,Don Omar,5122,8/4/2017,uy,3BY2mafsbsoKGqS380Xnuz,spotify:track:3BY2mafsbsoKGqS380Xnuz,0.619,0.82,0.761,-4.003,0.0623,2.10E-05
20,Me Llamas (feat. Maluma) - Remix,Piso 21,5121,7/7/2017,gt,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,0.745,0.838,0.76,-3.828,0.0529,1.30E-06
113,You Make My Dreams,Daryl Hall & John Oates,5121,11/24/2017,ie,4o6BgsqLIBViaGVbx5rbRk,spotify:track:4o6BgsqLIBViaGVbx5rbRk,0.902,0.501,0.751,-12.151,0.0552,0.112
123,Harus Aku,Sufian Suhaimi,5121,5/12/2017,my,2gkQ2yVzaer5qx2NzJnHXh,spotify:track:2gkQ2yVzaer5qx2NzJnHXh,0.241,0.3,0.486,-7.728,0.0293,0
153,Cold,Maroon 5,5121,6/9/2017,nz,5NNlUMcOEOdoOIwwaWXv0k,spotify:track:5NNlUMcOEOdoOIwwaWXv0k,0.497,0.715,0.703,-6.285,0.114,0
140,Writer In The Dark,Lorde,5121,7/7/2017,nz,193Dm5SqYy3hTSbuzxbwKc,spotify:track:193Dm5SqYy3hTSbuzxbwKc,0.279,0.271,0.325,-8.069,0.0418,0
186,Stressed Out,Twenty One Pilots,5120,9/1/2017,co,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648,0.637,0.734,-5.677,0.141,2.29E-05
154,I Like Me Better,Lauv,5120,6/9/2017,nz,1wjzFQodRWrPcQ0AnYnvQ9,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,0.419,0.505,0.752,-7.621,0.253,2.55E-06
171,Nota de Amor,Wisin,5120,4/14/2017,pe,4YW2Fr25fHwUt6qgvM1iE1,spotify:track:4YW2Fr25fHwUt6qgvM1iE1,0.602,0.929,0.806,-3.017,0.121,0
79,Fake Love,Drake,5120,4/14/2017,ch,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,0.605,0.488,0.927,-9.433,0.42,0
31,Bebe (feat. Anuel AA),Ozuna,5120,10/27/2017,uy,6SIrNxmmdbv1KUbFBu1PaN,spotify:track:6SIrNxmmdbv1KUbFBu1PaN,0.582,0.688,0.739,-10.246,0.157,0.00118
175,Stressed Out,Twenty One Pilots,5119,5/12/2017,nz,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648,0.637,0.734,-5.677,0.141,2.29E-05
18,Something Just Like This,The Chainsmokers,5119,3/3/2017,py,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,0.446,0.635,0.617,-6.769,0.0317,1.44E-05
132,Immortal,J. Cole,5118,1/6/2017,nz,6AGON2BGdPmPMJGiiNuuwl,spotify:track:6AGON2BGdPmPMJGiiNuuwl,0.253,0.419,0.713,-10.668,0.356,2.87E-06
139,Lush Life,Zara Larsson,5118,3/3/2017,pl,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,0.799,0.712,0.694,-3.923,0.046,0
141,Go Flex,Post Malone,5117,7/7/2017,nz,5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.127,0.498,0.665,-8.185,0.0831,0
176,FEEL.,Kendrick Lamar,5116,5/12/2017,nz,2LTlO3NuNVN70lp2ZbVswF,spotify:track:2LTlO3NuNVN70lp2ZbVswF,0.553,0.798,0.746,-8.382,0.349,0
155,This Is What You Came For,Calvin Harris,5116,6/9/2017,nz,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,0.465,0.928,0.63,-2.787,0.0331,0.124
156,Don't Wanna Know,Maroon 5,5116,6/9/2017,nz,5MFzQMkrl1FOOng9tq6R9r,spotify:track:5MFzQMkrl1FOOng9tq6R9r,0.447,0.623,0.783,-6.126,0.08,0
164,Treat You Better,Shawn Mendes,5116,8/4/2017,nz,4Hf7WnR761jpxPr5D46Bcd,spotify:track:4Hf7WnR761jpxPr5D46Bcd,0.821,0.803,0.624,-4.105,0.246,0
158,Love,Lana Del Rey,5116,4/14/2017,pl,0n2bvWvMwr0gbjcuTm92eW,spotify:track:0n2bvWvMwr0gbjcuTm92eW,0.266,0.352,0.322,-10.986,0.0309,0.00333
177,Work,Rihanna,5115,3/3/2017,nz,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,0.558,0.534,0.725,-6.238,0.0946,0
171,The Scientist,Coldplay,5114,11/24/2017,co,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.212,0.442,0.56,-7.224,0.0243,1.71E-05
51,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,5114,11/24/2017,cr,0H7cz1bR7w9PulJL7Na774,spotify:track:0H7cz1bR7w9PulJL7Na774,0.575,0.777,0.797,-5.499,0.0772,0
10,El Amante,Nicky Jam,5114,5/12/2017,hn,3umS4y3uQDkqekNjVpiRUs,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.732,0.691,0.683,-5.535,0.0432,0
107,Cheap Thrills,Sia,5114,7/7/2017,ie,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.732,0.698,0.628,-5.608,0.105,0.00143
159,Love Yourself,Justin Bieber,5114,4/14/2017,pl,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,0.515,0.378,0.609,-9.828,0.438,0
77,Reminder - Remix,The Weeknd,5114,8/4/2017,ch,7F1LWA9sIlTorHUo4amGqk,spotify:track:7F1LWA9sIlTorHUo4amGqk,0.521,0.65,0.745,-5.992,0.227,0
25,Lonely Together (feat. Rita Ora),Avicii,5113,9/1/2017,hu,2OALaHcDdKkjYEpAr0Qzab,spotify:track:2OALaHcDdKkjYEpAr0Qzab,0.272,0.666,0.655,-5.309,0.0612,2.12E-05
124,Told You So,Paramore,5113,5/12/2017,my,7BpYWzZwrsljT1eIjb0TqR,spotify:track:7BpYWzZwrsljT1eIjb0TqR,0.904,0.814,0.639,-5.632,0.0385,2.98E-05
142,Whatever It Takes,Imagine Dragons,5113,7/7/2017,nz,4IWAyPf1KMq7JCyGeCjTeH,spotify:track:4IWAyPf1KMq7JCyGeCjTeH,0.537,0.649,0.675,-4.953,0.0315,0
26,Alguien Robo,Sebastian Yatra,5113,7/7/2017,uy,5i50gKdLAjjIr7UxRT5IVy,spotify:track:5i50gKdLAjjIr7UxRT5IVy,0.651,0.921,0.745,-2.674,0.082,0
117,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5112,10/27/2017,ch,7w9bgPAmPTtrkt2v16QWvQ,spotify:track:7w9bgPAmPTtrkt2v16QWvQ,0.0591,0.728,0.701,-4.554,0.255,0.00115
103,Felices los 4,Maluma,5112,11/24/2017,ch,0qYTZCo5Bwh1nsUFGZP3zn,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737,0.789,0.755,-4.502,0.146,0
28,Bebe (feat. Anuel AA),Ozuna,5111,11/24/2017,do,6SIrNxmmdbv1KUbFBu1PaN,spotify:track:6SIrNxmmdbv1KUbFBu1PaN,0.582,0.688,0.739,-10.246,0.157,0.00118
177,I Got You,Bebe Rexha,5111,5/12/2017,nz,1FUViuNSldssMIawrOXF2i,spotify:track:1FUViuNSldssMIawrOXF2i,0.316,0.887,0.609,-4.749,0.0507,4.76E-06
20,Bailame Despacio,Xantos,5111,2/3/2017,py,4OaTpLJIa2harufGxfOPUu,spotify:track:4OaTpLJIa2harufGxfOPUu,0.605,0.719,0.688,-4.746,0.0555,0
52,Sigo Extrañándote,J Balvin,5109,11/24/2017,cr,6qDF4wWL49CAVbgT7yuHl8,spotify:track:6qDF4wWL49CAVbgT7yuHl8,0.922,0.853,0.889,-4.26,0.241,0.000107
114,No Words,Dave,5109,11/24/2017,ie,4USHZ3omhEBGjHLD9BIJYs,spotify:track:4USHZ3omhEBGjHLD9BIJYs,0.536,0.736,0.781,-5.413,0.29,0
77,Your Song,Rita Ora,5109,6/9/2017,pt,4c2W3VKsOFoIg2SFaO6DY5,spotify:track:4c2W3VKsOFoIg2SFaO6DY5,0.962,0.624,0.855,-4.093,0.0488,0
74,Starboy,The Weeknd,5109,9/1/2017,pt,5aAx2yezTd8zXrkmtKl66Z,spotify:track:5aAx2yezTd8zXrkmtKl66Z,0.535,0.594,0.681,-7.028,0.282,3.49E-06
86,Faded,Alan Walker,5109,3/3/2017,ch,7gHs73wELdeycvS48JfIos,spotify:track:7gHs73wELdeycvS48JfIos,0.166,0.651,0.589,-5.097,0.0306,3.20E-06
87,Ohne mein Team,Bonez MC,5109,3/3/2017,ch,05Mp2UJulSttxQ4E6hQPH3,spotify:track:05Mp2UJulSttxQ4E6hQPH3,0.635,0.8,0.766,-6.062,0.0938,1.60E-05
61,Wohin willst du,Gestört aber GeiL,5108,7/7/2017,at,3h4HDzL7ha4eYalx9Eknyj,spotify:track:3h4HDzL7ha4eYalx9Eknyj,0.313,0.755,0.749,-7.5,0.0561,0.00268
187,Lonely Together (feat. Rita Ora),Avicii,5108,9/1/2017,co,2OALaHcDdKkjYEpAr0Qzab,spotify:track:2OALaHcDdKkjYEpAr0Qzab,0.272,0.666,0.655,-5.309,0.0612,2.12E-05
66,What Do I Know?,Ed Sheeran,5108,3/3/2017,cr,2pJZ1v8HezrAoZ0Fhzby92,spotify:track:2pJZ1v8HezrAoZ0Fhzby92,0.895,0.492,0.838,-5.69,0.038,0
178,Tennessee Whiskey,Chris Stapleton,5106,5/12/2017,nz,3fqwjXwUGN6vbzIwvyFMhx,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,0.512,0.37,0.392,-10.888,0.0298,0.0096
157,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,5105,6/9/2017,nz,5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.0689,0.732,0.698,-4.522,0.266,0.000647
2,rockstar,Post Malone,5105,10/27/2017,sk,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,0.119,0.522,0.577,-6.594,0.0984,9.03E-05
59,Andere Liga,RAF Camora,5104,11/24/2017,at,2NWZiXyRdKEolP8QrjBGmp,spotify:track:2NWZiXyRdKEolP8QrjBGmp,0.171,0.766,0.442,-5.705,0.176,1.48E-05
57,Photograph,Ed Sheeran,5104,9/1/2017,cr,6fxVffaTuwjgEk5h9QyRjy,spotify:track:6fxVffaTuwjgEk5h9QyRjy,0.201,0.379,0.614,-10.48,0.0476,0.000464
161,Cuatro Babys,Maluma,5103,7/7/2017,co,0JoHqmlqE0W0i9prt6kcHR,spotify:track:0JoHqmlqE0W0i9prt6kcHR,0.0957,0.547,0.772,-6.373,0.0541,4.35E-06
143,Shelter,SACHI,5103,7/7/2017,nz,0HAync7j6BXaO27pumGoff,spotify:track:0HAync7j6BXaO27pumGoff,0.622,0.595,0.825,-7.615,0.0641,0
16,La Rompe Corazones,Daddy Yankee,5103,8/4/2017,pa,4okba5wu9mMLXx79DXLKi3,spotify:track:4okba5wu9mMLXx79DXLKi3,0.891,0.859,0.685,-2.595,0.0553,0
49,All Night,The Vamps,5102,1/6/2017,at,1yNyoWWWikbLhwIGWjZuDW,spotify:track:1yNyoWWWikbLhwIGWjZuDW,0.458,0.775,0.563,-6.433,0.0366,0
32,Krippy Kush,Farruko,5101,10/27/2017,uy,7FfpP3YZ6fOWMdxkIAtud9,spotify:track:7FfpP3YZ6fOWMdxkIAtud9,0.411,0.56,0.708,-7.132,0.129,0
108,Cake By The Ocean,DNCE,5100,7/7/2017,ie,2aFiaMXmWsM3Vj72F9ksBl,spotify:track:2aFiaMXmWsM3Vj72F9ksBl,0.912,0.764,0.774,-5.445,0.0518,0
115,Mama,Jonas Blue,5100,11/24/2017,ie,0NiXXAI876aGImAd6rTj8w,spotify:track:0NiXXAI876aGImAd6rTj8w,0.547,0.792,0.739,-4.256,0.0418,0
144,Touch,Little Mix,5100,7/7/2017,nz,5Ua3GXyHwiSfpNTMjq6m2z,spotify:track:5Ua3GXyHwiSfpNTMjq6m2z,0.551,0.718,0.607,-4.095,0.0978,0
181,Let It Go,James Bay,5100,9/1/2017,nz,13HVjjWUZFaWilh2QUJKsP,spotify:track:13HVjjWUZFaWilh2QUJKsP,0.246,0.311,0.546,-10.396,0.0288,1.65E-05
172,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,5100,4/14/2017,pe,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,0.593,0.585,0.803,-5.861,0.0432,3.94E-06
