Position,Track Name,Artist,Streams,date,region,id,uri,happiness,energy,danceability,loudness,speechiness,instrumentalness
26,Nancy Mulligan,Ed Sheeran,111455,3/3/2017,nl,35QZaWQRkmnAVqBF1TLCxQ,spotify:track:35QZaWQRkmnAVqBF1TLCxQ,,,,,,
67,What Lovers Do (feat. SZA),Maroon 5,111453,9/1/2017,br,6YVpU5vVxezJCYeQUxIkRT,spotify:track:6YVpU5vVxezJCYeQUxIkRT,,,,,,
13,Dusk Till Dawn - Radio Edit,ZAYN,111449,10/27/2017,ph,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,,,,,,
21,Me Llamas (feat. Maluma) - Remix,Piso 21,111408,2/3/2017,es,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,,,,,,
47,In the Name of Love,Martin Garrix,111405,1/6/2017,gb,04DwTuZ2VBdJCCC5TROn7L,spotify:track:04DwTuZ2VBdJCCC5TROn7L,,,,,,
11,Perfect,Ed Sheeran,111288,11/24/2017,fr,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,,,,,,
17,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,111260,2/3/2017,ph,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,,,,,,
66,Silence,Marshmello,111258,11/24/2017,br,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,,,,,,
21,What About Us,P!nk,111257,9/1/2017,au,31MkGwj0SWgZaTvEt5Hgxv,spotify:track:31MkGwj0SWgZaTvEt5Hgxv,,,,,,
68,Fetish (feat. Gucci Mane),Selena Gomez,111249,9/1/2017,br,0XLOf9LhyazPX9Ld8jPiUq,spotify:track:0XLOf9LhyazPX9Ld8jPiUq,,,,,,
17,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,111230,8/4/2017,se,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,,,,,,
12,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,111221,7/7/2017,ph,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,,,,,,
20,Robarte un Beso,Carlos Vives,111184,12/8/2017,es,0JcNysfWVWaMS7R6vzGB2k,spotify:track:0JcNysfWVWaMS7R6vzGB2k,,,,,,
2,All I Want for Christmas Is You,Mariah Carey,111183,12/8/2017,no,0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,,,,,,
2,Rica,Gilli,111181,7/7/2017,dk,69oJmQ3NnWHQriYQ4L8dKa,spotify:track:69oJmQ3NnWHQriYQ4L8dKa,,,,,,
49,Young Dumb & Broke,Khalid,111153,11/24/2017,de,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,,,,,,
9,Vacaciones,Wisin,111150,3/3/2017,ar,3dQDid3IUNhZy1OehIfYfE,spotify:track:3dQDid3IUNhZy1OehIfYfE,,,,,,
19,Is Dit Over,Ronnie Flex,111144,8/4/2017,nl,0fsmTJldWyMkaCWTWt68yq,spotify:track:0fsmTJldWyMkaCWTWt68yq,,,,,,
41,De Quem É a Culpa? - Ao Vivo,Marília Mendonça,111130,3/3/2017,br,4YhPcVIxIAJrLhFVPGbJkE,spotify:track:4YhPcVIxIAJrLhFVPGbJkE,,,,,,
26,Only You,Zara Larsson,111088,5/12/2017,se,5SleX0NFeODNY7Xenal3gr,spotify:track:5SleX0NFeODNY7Xenal3gr,,,,,,
37,Chillax (feat. Ky-Mani Marley),Farruko,110989,1/6/2017,mx,1lxswgIpzV6HhENRvkflES,spotify:track:1lxswgIpzV6HhENRvkflES,,,,,,
27,What Lovers Do (feat. SZA),Maroon 5,110925,11/24/2017,nl,3hBBKuWJfxlIlnd9QFoC8k,spotify:track:3hBBKuWJfxlIlnd9QFoC8k,,,,,,
67,No More Sad Songs,Little Mix,110900,3/3/2017,gb,5ZnJsoJGkQ5K15W7Rcr5JO,spotify:track:5ZnJsoJGkQ5K15W7Rcr5JO,,,,,,
16,Shape of You,Ed Sheeran,110887,7/7/2017,au,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,,,
28,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Morat,110864,8/4/2017,es,77L1xG4kehRoAB4K37gQEA,spotify:track:77L1xG4kehRoAB4K37gQEA,,,,,,
26,Chained To The Rhythm,Katy Perry,110829,3/3/2017,au,6520aj0B4FSKGVuKNsOCOi,spotify:track:6520aj0B4FSKGVuKNsOCOi,,,,,,
51,Symphony (feat. Zara Larsson),Clean Bandit,110796,5/12/2017,mx,1x5sYLZiu9r5E43kMlt9f8,spotify:track:1x5sYLZiu9r5E43kMlt9f8,,,,,,
29,Me Llamas (feat. Maluma) - Remix,Piso 21,110788,8/4/2017,es,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,,,,,,
26,Tu Foto,Ozuna,110787,5/12/2017,es,0Szp49tpFasIjX04Mcsydp,spotify:track:0Szp49tpFasIjX04Mcsydp,,,,,,
32,Malibu,Miley Cyrus,110783,6/9/2017,es,2habSXqcJGExM6JJyskY7O,spotify:track:2habSXqcJGExM6JJyskY7O,,,,,,
48,Lemon,N.E.R.D,110783,11/24/2017,gb,6tUgfsOa8PLkoede5nOR7D,spotify:track:6tUgfsOa8PLkoede5nOR7D,,,,,,
27,Chained To The Rhythm,Katy Perry,110782,3/3/2017,nl,6520aj0B4FSKGVuKNsOCOi,spotify:track:6520aj0B4FSKGVuKNsOCOi,,,,,,
48,Sorry Not Sorry,Demi Lovato,110779,9/1/2017,mx,25C5CowdsfXld2jJanbiex,spotify:track:25C5CowdsfXld2jJanbiex,,,,,,
14,Man's Not Hot,Big Shaq,110733,12/8/2017,se,2nUJvBO87SkxCViQsLc9Zr,spotify:track:2nUJvBO87SkxCViQsLc9Zr,,,,,,
5,Silence,Marshmello,110727,10/27/2017,no,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,,,,,,
17,More Than You Know,Axwell /\ Ingrosso,110710,10/27/2017,se,3PEgB3fkiojxms35ntsTgs,spotify:track:3PEgB3fkiojxms35ntsTgs,,,,,,
52,Ohne mein Team,Bonez MC,110691,7/7/2017,de,05Mp2UJulSttxQ4E6hQPH3,spotify:track:05Mp2UJulSttxQ4E6hQPH3,,,,,,
18,Passionfruit,Drake,110684,5/12/2017,nl,7hDc8b7IXETo14hHIHdnhd,spotify:track:7hDc8b7IXETo14hHIHdnhd,,,,,,
24,Hunter,Galantis,110647,6/9/2017,se,3caMfJGFp53NAH2TuigdNj,spotify:track:3caMfJGFp53NAH2TuigdNj,,,,,,
39,Cheap Thrills,Sia,110599,1/6/2017,br,27SdWb2rFzO6GWiYDBTD9j,spotify:track:27SdWb2rFzO6GWiYDBTD9j,,,,,,
64,Sunset Lover,Petit Biscuit,110580,3/3/2017,de,0hNduWmlWmEmuwEFcYvRu1,spotify:track:0hNduWmlWmEmuwEFcYvRu1,,,,,,
30,Tu Foto,Ozuna,110577,8/4/2017,es,0Szp49tpFasIjX04Mcsydp,spotify:track:0Szp49tpFasIjX04Mcsydp,,,,,,
69,Swish Swish,Katy Perry,110567,9/1/2017,br,2kVHAQKVtczchKctctzbtK,spotify:track:2kVHAQKVtczchKctctzbtK,,,,,,
11,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,110532,8/4/2017,ph,1NDxZ7cFAo481dtYWdrUnR,spotify:track:1NDxZ7cFAo481dtYWdrUnR,,,,,,
17,Gucci Gang,Lil Pump,110523,11/24/2017,se,43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,,,,,,
22,La Rompe Corazones,Daddy Yankee,110520,2/3/2017,es,4okba5wu9mMLXx79DXLKi3,spotify:track:4okba5wu9mMLXx79DXLKi3,,,,,,
10,First Time,Kygo,110516,6/9/2017,no,2Gl0FzuLxflY6nPifJp5Dr,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,,,,,,
5,Otra Vez (feat. J Balvin),Zion & Lennox,110504,3/3/2017,cl,3QwBODjSEzelZyVjxPOHdq,spotify:track:3QwBODjSEzelZyVjxPOHdq,,,,,,
10,Despacito - Remix,Luis Fonsi,110482,7/7/2017,ar,5CtI0qwDJkDQGwXD1H1cLb,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,,,,,,
67,Too Good At Goodbyes,Sam Smith,110478,11/24/2017,br,1mXVgsBdtIVeCLJnSnmtdV,spotify:track:1mXVgsBdtIVeCLJnSnmtdV,,,,,,
52,Déjame te explico,Reykon,110461,7/7/2017,mx,7jzpAD8q77nwEmSsqUeUjy,spotify:track:7jzpAD8q77nwEmSsqUeUjy,,,,,,
56,Olé Olé,Capital Bra,110417,9/1/2017,de,7FpW9V6XATqH6z7jhqQjlp,spotify:track:7FpW9V6XATqH6z7jhqQjlp,,,,,,
17,Call On Me - Ryan Riback Extended Remix,Starley,110394,1/6/2017,ph,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,,,,,,
7,Gyal You A Party Animal - Remix,Charly Black,110373,1/6/2017,es,1AkTW13ysu0AJrwuM6UY0I,spotify:track:1AkTW13ysu0AJrwuM6UY0I,,,,,,
10,Shape of You,Ed Sheeran,110369,5/12/2017,no,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,,,
2,Something Just Like This,The Chainsmokers,110342,3/3/2017,id,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,,,,,,
29,Santa Boma,SFB,110333,7/7/2017,nl,0ZqV06AHeEhFWTswhivpNp,spotify:track:0ZqV06AHeEhFWTswhivpNp,,,,,,
14,Bella y Sensual,Romeo Santos,110331,11/24/2017,cl,0ERbK7qVqveCaBWIiYCrl3,spotify:track:0ERbK7qVqveCaBWIiYCrl3,,,,,,
62,Bestie,Yungen,110315,12/8/2017,gb,638s8Qi75q1pXjuH86fJX7,spotify:track:638s8Qi75q1pXjuH86fJX7,,,,,,
50,Cuatro Babys,Maluma,110305,3/3/2017,mx,0JoHqmlqE0W0i9prt6kcHR,spotify:track:0JoHqmlqE0W0i9prt6kcHR,,,,,,
57,Lass sie gehen,Casper,110275,9/1/2017,de,1DmTjPulewJKFW2xbhYNJE,spotify:track:1DmTjPulewJKFW2xbhYNJE,,,,,,
18,Shape of You,Ed Sheeran,110257,8/4/2017,se,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,,,
6,Chantaje (feat. Maluma),Shakira,110246,3/3/2017,cl,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,,,,,,
49,One Last Song,Sam Smith,110221,11/24/2017,gb,01uk7IzZyFNfQTDBXxx6NB,spotify:track:01uk7IzZyFNfQTDBXxx6NB,,,,,,
28,Dusk Till Dawn - Radio Edit,ZAYN,110210,11/24/2017,nl,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,,,,,,
28,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,110195,3/3/2017,nl,0fg8CqpjdojMyXLNzM2PaJ,spotify:track:0fg8CqpjdojMyXLNzM2PaJ,,,,,,
13,That's What I Like,Bruno Mars,110183,7/7/2017,ph,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,,,,,,
49,There for You,Martin Garrix,110162,9/1/2017,mx,6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,,,,,,
4,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,110112,9/1/2017,fr,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,,,,,,
5,Look What You Made Me Do,Taylor Swift,110037,9/1/2017,no,6uFsE1JgZ20EXyU0JQZbUR,spotify:track:6uFsE1JgZ20EXyU0JQZbUR,,,,,,
14,Thunder,Imagine Dragons,110026,7/7/2017,ph,0tKcYR2II1VCQWT79i5NrW,spotify:track:0tKcYR2II1VCQWT79i5NrW,,,,,,
19,Salam,Boef,110004,4/14/2017,nl,5zhTxSctAPGFmXSZ7RPmxG,spotify:track:5zhTxSctAPGFmXSZ7RPmxG,,,,,,
58,Gamma,RIN,110001,9/1/2017,de,4riWElAB3gcltV7vrfHcOJ,spotify:track:4riWElAB3gcltV7vrfHcOJ,,,,,,
40,Ela Só Quer Paz,Projota,109974,1/6/2017,br,3mTUqLbtWm2DAEwvQTyu4d,spotify:track:3mTUqLbtWm2DAEwvQTyu4d,,,,,,
25,Tú Foto,Ozuna,109972,9/1/2017,es,5zSOVwaY3sVjnmLhuEfsuf,spotify:track:5zSOVwaY3sVjnmLhuEfsuf,,,,,,
27,Love$ick,Mura Masa,109944,3/3/2017,au,5v9N8Rx3QsFvr50cxyQcA3,spotify:track:5v9N8Rx3QsFvr50cxyQcA3,,,,,,
68,Mi Gente (feat. Beyoncé),J Balvin,109944,11/24/2017,br,7fwXWKdDNI5IutOMc5OKYw,spotify:track:7fwXWKdDNI5IutOMc5OKYw,,,,,,
68,Fake Love,Drake,109922,3/3/2017,gb,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,,,,,,
12,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,109892,11/24/2017,ph,4aUf4lzQ1di5JajZ4a9FuI,spotify:track:4aUf4lzQ1di5JajZ4a9FuI,,,,,,
53,Das Geld muss weg,Marteria,109853,5/12/2017,de,57pB6veKY6ZTJiVLfVc1UJ,spotify:track:57pB6veKY6ZTJiVLfVc1UJ,,,,,,
18,Call On Me - Ryan Riback Extended Remix,Starley,109850,3/3/2017,ph,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,,,,,,
5,Something Just Like This,The Chainsmokers,109836,5/12/2017,it,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,,,,,,
53,Galway Girl,Ed Sheeran,109831,5/12/2017,br,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,,,,,,
11,Hear Me Now,Alok,109797,1/6/2017,se,1a5Yu5L18qNxVhXx38njON,spotify:track:1a5Yu5L18qNxVhXx38njON,,,,,,
49,Si Tú La Ves (feat. Wisin),Nicky Jam,109757,11/24/2017,mx,4yN6xPLopmTLvc27pO9LIE,spotify:track:4yN6xPLopmTLvc27pO9LIE,,,,,,
42,Se o Amor Tiver Lugar,Jorge & Mateus,109744,3/3/2017,br,4sFVdIwmVj2y87qqOWwSU3,spotify:track:4sFVdIwmVj2y87qqOWwSU3,,,,,,
8,Call On Me - Ryan Riback Extended Remix,Starley,109740,1/6/2017,nl,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,,,,,,
50,What About Us,P!nk,109725,11/24/2017,de,0Qh38w01QRXK6KHIv0e3hb,spotify:track:0Qh38w01QRXK6KHIv0e3hb,,,,,,
5,El Party,Jake La Furia,109685,9/1/2017,it,5xyExId5XWZplBvjmbIuy6,spotify:track:5xyExId5XWZplBvjmbIuy6,,,,,,
41,Sorry,Justin Bieber,109670,1/6/2017,br,69bp2EbF7Q2rqc5N3ylezZ,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,,,,,,
12,Shape of You,Ed Sheeran,109593,8/4/2017,ph,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,,,
30,Symphony (feat. Zara Larsson),Clean Bandit,109569,7/7/2017,nl,1x5sYLZiu9r5E43kMlt9f8,spotify:track:1x5sYLZiu9r5E43kMlt9f8,,,,,,
27,You Don't Know Me - Radio Edit,Jax Jones,109520,5/12/2017,es,4WrS6vezaPwOafKJmHqMEU,spotify:track:4WrS6vezaPwOafKJmHqMEU,,,,,,
67,Told You So,Paramore,109500,5/12/2017,gb,7BpYWzZwrsljT1eIjb0TqR,spotify:track:7BpYWzZwrsljT1eIjb0TqR,,,,,,
19,Kleine Jongen,Lil' Kleine,109498,6/9/2017,nl,0Ub2WcpO3sjeDPZhc1iRoa,spotify:track:0Ub2WcpO3sjeDPZhc1iRoa,,,,,,
33,Chantaje (feat. Maluma),Shakira,109479,6/9/2017,es,6mICuAdrwEjh6Y6lroV2Kg,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,,,,,,
34,Reggaetón Lento (Bailemos),CNCO,109452,6/9/2017,es,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,,,,,,
70,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,109428,9/1/2017,br,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817,,,,,,
53,Para Qué Lastimarme,Gerardo Ortiz,109401,7/7/2017,mx,6c5ghmeB5B3eUwO9Gr4Dgx,spotify:track:6c5ghmeB5B3eUwO9Gr4Dgx,,,,,,
25,Hey Mamma - Radio Edit,Sunstroke Project,109395,6/9/2017,se,3vcHPShfJAFP3TtAAsTHsV,spotify:track:3vcHPShfJAFP3TtAAsTHsV,,,,,,
25,Escápate Conmigo,Wisin,109380,11/24/2017,es,2cnKEkpVUSV4wnjQiTWfH6,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,,,,,,
43,O Nosso Santo Bateu - Na Praia / Ao Vivo,Matheus & Kauan,109341,3/3/2017,br,6SwI4OplF8m5NH8wHKIps8,spotify:track:6SwI4OplF8m5NH8wHKIps8,,,,,,
6,More Than You Know,Axwell /\ Ingrosso,109309,9/1/2017,it,3PEgB3fkiojxms35ntsTgs,spotify:track:3PEgB3fkiojxms35ntsTgs,,,,,,
23,Explícale (feat. Bad Bunny),Yandel,109192,10/27/2017,es,1LszjjoVwDDZcWUQbzeDLG,spotify:track:1LszjjoVwDDZcWUQbzeDLG,,,,,,
50,Havana,Camila Cabello,109174,9/1/2017,mx,0ofbQMrRDsUaVKq2mGLEAb,spotify:track:0ofbQMrRDsUaVKq2mGLEAb,,,,,,
19,As I Lay Me Down,Wiktoria,109172,4/14/2017,se,5VIZcrKXPd9wL4hqE4YN8z,spotify:track:5VIZcrKXPd9wL4hqE4YN8z,,,,,,
20,Weak,AJR,109156,6/9/2017,nl,3E2Zh20GDCR9B1EYjfXWyv,spotify:track:3E2Zh20GDCR9B1EYjfXWyv,,,,,,
25,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,109135,7/7/2017,se,6kex4EBAj0WHXDKZMEJaaF,spotify:track:6kex4EBAj0WHXDKZMEJaaF,,,,,,
19,All Night,The Vamps,109114,3/3/2017,ph,1yNyoWWWikbLhwIGWjZuDW,spotify:track:1yNyoWWWikbLhwIGWjZuDW,,,,,,
3,rockstar,Post Malone,109092,12/8/2017,no,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,,,,,,
7,Tu Falta De Querer,Mon Laferte,109065,3/3/2017,cl,4skuEIloXWuxxgekKupkEH,spotify:track:4skuEIloXWuxxgekKupkEH,,,,,,
21,Something Just Like This,The Chainsmokers,109058,6/9/2017,nl,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,,,,,,
15,Dreamer,Axwell /\ Ingrosso,109028,12/8/2017,se,7hvxMYq9JW5W0vFwiu1Zdr,spotify:track:7hvxMYq9JW5W0vFwiu1Zdr,,,,,,
44,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,109004,3/3/2017,br,5knuzwU65gJK7IF5yJsuaW,spotify:track:5knuzwU65gJK7IF5yJsuaW,,,,,,
54,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,108982,7/7/2017,gb,0XfOi87h82i09rQjWYG0Bm,spotify:track:0XfOi87h82i09rQjWYG0Bm,,,,,,
50,Naked,James Arthur,108956,11/24/2017,gb,7krbSH3rd8lhIZvuzTV3Bl,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,,,,,,
20,Ex (feat. Webb),LouiVos,108947,4/14/2017,nl,6EDnqtAZxZu5pGXyPjgvU8,spotify:track:6EDnqtAZxZu5pGXyPjgvU8,,,,,,
17,Redbone,Childish Gambino,108943,7/7/2017,au,3kxfsdsCpFgN412fpnW85Y,spotify:track:3kxfsdsCpFgN412fpnW85Y,,,,,,
28,Supermarket Flowers,Ed Sheeran,108934,3/3/2017,au,4VuS959DSpr82t3qBqCrWG,spotify:track:4VuS959DSpr82t3qBqCrWG,,,,,,
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,108918,7/7/2017,it,4aWmUDTfIPGksMNLV2rQP2,spotify:track:4aWmUDTfIPGksMNLV2rQP2,,,,,,
42,Louca de Saudade - Ao Vivo,Jorge & Mateus,108906,1/6/2017,br,2InJDvDcA4RXEeA9njdibl,spotify:track:2InJDvDcA4RXEeA9njdibl,,,,,,
20,Traag,Bizzey,108882,8/4/2017,nl,7shAADk9RbPvnwCSkjctFJ,spotify:track:7shAADk9RbPvnwCSkjctFJ,,,,,,
51,Naive,The Kooks,108860,2/3/2017,gb,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,,,,,,
9,Plain Jane,A$AP Ferg,108829,11/24/2017,ca,4dVpf9jZjcORqGTLUaeYj9,spotify:track:4dVpf9jZjcORqGTLUaeYj9,,,,,,
5,Suis-moi,Alonzo,108818,9/1/2017,fr,54G8osRu1htBw1PQEkYIdL,spotify:track:54G8osRu1htBw1PQEkYIdL,,,,,,
10,Me Llamas (feat. Maluma) - Remix,Piso 21,108795,3/3/2017,ar,5hEM0JchdVzQ5PwvSfITeX,spotify:track:5hEM0JchdVzQ5PwvSfITeX,,,,,,
15,Attention,Charlie Puth,108748,9/1/2017,ph,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,,,,,,
12,There for You,Martin Garrix,108731,6/9/2017,ph,6jA8HL9i4QGzsj6fjoxp8Y,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,,,,,,
21,Despacito (Featuring Daddy Yankee),Luis Fonsi,108693,4/14/2017,nl,4aWmUDTfIPGksMNLV2rQP2,spotify:track:4aWmUDTfIPGksMNLV2rQP2,,,,,,
18,1-800-273-8255,Logic,108657,11/24/2017,se,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,,,,,,
59,Sorry Not Sorry,Demi Lovato,108621,9/1/2017,de,25C5CowdsfXld2jJanbiex,spotify:track:25C5CowdsfXld2jJanbiex,,,,,,
26,Mi Gente,J Balvin,108605,11/24/2017,es,2rb5MvYT7ZIxbKW5hfcHx8,spotify:track:2rb5MvYT7ZIxbKW5hfcHx8,,,,,,
18,Starboy,The Weeknd,108589,2/3/2017,ph,5aAx2yezTd8zXrkmtKl66Z,spotify:track:5aAx2yezTd8zXrkmtKl66Z,,,,,,
54,Hard Times,Paramore,108523,5/12/2017,br,0w5Bdu51Ka25Pf3hojsKHh,spotify:track:0w5Bdu51Ka25Pf3hojsKHh,,,,,,
31,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,108516,7/7/2017,nl,1NDxZ7cFAo481dtYWdrUnR,spotify:track:1NDxZ7cFAo481dtYWdrUnR,,,,,,
13,Attention,Charlie Puth,108512,7/7/2017,ca,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,,,,,,
11,Perfect,Ed Sheeran,108491,3/3/2017,ca,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,,,,,,
