Position,Track Name,Artist,Streams,date,region,id,uri,happiness,energy,danceability,loudness,speechiness,instrumentalness
197,Valborg,Håkan Hellström,18517,4/14/2017,se,0Hz0ySp6XYrBhEQPU16Hz8,spotify:track:0Hz0ySp6XYrBhEQPU16Hz8,,,,,,
143,Broccoli (feat. Lil Yachty),DRAM,18516,1/6/2017,nl,7yyRTcZmCiyzzJlNzGC9Ol,spotify:track:7yyRTcZmCiyzzJlNzGC9Ol,,,,,,
7,The One,The Chainsmokers,18516,4/14/2017,tw,0wfbD5rAksdXUzRvMfM3x5,spotify:track:0wfbD5rAksdXUzRvMfM3x5,,,,,,
88,Nunca Me Olvides - Remix,Yandel,18513,3/3/2017,cl,7pyEd6g5y7SYdKNgRtleEB,spotify:track:7pyEd6g5y7SYdKNgRtleEB,,,,,,
167,Lush Life,Zara Larsson,18512,8/4/2017,se,1rIKgCH4H52lrvDcz50hS8,spotify:track:1rIKgCH4H52lrvDcz50hS8,,,,,,
149,A Ella,Karol G,18508,9/1/2017,ar,3nqrj9bM1clIkejk7BVPtX,spotify:track:3nqrj9bM1clIkejk7BVPtX,,,,,,
158,Don't Kill My Vibe,Sigrid,18508,3/3/2017,au,4WdCxlUyj3TCTBaJx5s9tF,spotify:track:4WdCxlUyj3TCTBaJx5s9tF,,,,,,
150,Dile Que Tu Me Quieres,Ozuna,18507,11/24/2017,ar,5u5MvmVtitax9R1Mxh3reC,spotify:track:5u5MvmVtitax9R1Mxh3reC,,,,,,
168,Från och med Du,Oskar Linnros,18507,8/4/2017,se,379S6VBwFo9FUrK5rz33mq,spotify:track:379S6VBwFo9FUrK5rz33mq,,,,,,
199,I Feel It Coming,The Weeknd,18506,9/1/2017,es,5GXAXm5YOmYT0kL5jHvYBt,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,,,,,,
200,Sólo Mía,Yandel,18506,9/1/2017,es,3WM3XDNCzEsLvtp59D9oF7,spotify:track:3WM3XDNCzEsLvtp59D9oF7,,,,,,
84,Hæld Op,Suspekt,18505,3/3/2017,dk,7rjLH0lYtYrNZoZPfE6M0e,spotify:track:7rjLH0lYtYrNZoZPfE6M0e,,,,,,
54,Pilvissä,Pariisin Kevät,18503,1/6/2017,fi,1rEqGk6XDXRc1CwveGqeJ8,spotify:track:1rEqGk6XDXRc1CwveGqeJ8,,,,,,
153,Sexual,NEIKED,18503,2/3/2017,nl,3AsAuGTaDQzavZZThyYlop,spotify:track:3AsAuGTaDQzavZZThyYlop,,,,,,
189,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,18501,9/1/2017,nl,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,,,,,,
47,Cold Water (feat. Justin Bieber & MØ),Major Lazer,18498,3/3/2017,co,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,,,,,,
156,Scars To Your Beautiful,Alessia Cara,18496,1/6/2017,fr,0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK,,,,,,
144,Controlla,Drake,18496,1/6/2017,nl,6F609ICg9Spjrw1epsAnpa,spotify:track:6F609ICg9Spjrw1epsAnpa,,,,,,
132,Qué Me Has Hecho,Chayanne,18495,7/7/2017,ar,3nUNwSYEUv9bmUc3de0Owv,spotify:track:3nUNwSYEUv9bmUc3de0Owv,,,,,,
49,Bounce Back,Big Sean,18495,3/3/2017,nz,0SGkqnVQo9KPytSri1H6cF,spotify:track:0SGkqnVQo9KPytSri1H6cF,,,,,,
9,Stargazing,Kygo,18493,10/27/2017,ch,0Zbbxnx4SGGHoIow4PpISP,spotify:track:0Zbbxnx4SGGHoIow4PpISP,,,,,,
199,Magic,Thomas Gold,18492,3/3/2017,ca,5abwHwUhywLGNli5NDcEN7,spotify:track:5abwHwUhywLGNli5NDcEN7,,,,,,
197,Cuánto Me Duele,Morat,18492,6/9/2017,es,1PVjdldNeaJxETpW0jpJQo,spotify:track:1PVjdldNeaJxETpW0jpJQo,,,,,,
125,Le Hace Falta un Beso,Agapornis,18491,1/6/2017,ar,300xUYXWhFA6Q1sbNvVItP,spotify:track:300xUYXWhFA6Q1sbNvVItP,,,,,,
200,LUV,Tory Lanez,18491,3/3/2017,ca,16Ah4QqH4mgYVXqfC4mdSd,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,,,,,,
97,Nunca Me Olvides - Remix,Yandel,18491,7/7/2017,cl,7pyEd6g5y7SYdKNgRtleEB,spotify:track:7pyEd6g5y7SYdKNgRtleEB,,,,,,
198,Thinking out Loud,Ed Sheeran,18482,6/9/2017,nl,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,,,,,,
159,History,Cosmo's Midnight,18479,3/3/2017,au,1Ba0ucfKPaRzS3AKvX3X3r,spotify:track:1Ba0ucfKPaRzS3AKvX3X3r,,,,,,
152,The Mack,Nevada,18477,7/7/2017,au,7aV2mflaASUmGhCErm7kBO,spotify:track:7aV2mflaASUmGhCErm7kBO,,,,,,
114,24K Magic,Bruno Mars,18477,9/1/2017,cl,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,,,,,,
40,Despacito - Remix,Luis Fonsi,18476,10/27/2017,nz,5CtI0qwDJkDQGwXD1H1cLb,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,,,,,,
35,Bounce Back,Big Sean,18475,2/3/2017,nz,0SGkqnVQo9KPytSri1H6cF,spotify:track:0SGkqnVQo9KPytSri1H6cF,,,,,,
83,Sorry Not Sorry,Demi Lovato,18474,11/24/2017,no,3m660poUr1chesgkkjQM7P,spotify:track:3m660poUr1chesgkkjQM7P,,,,,,
117,Baby It's Cold Outside (duet with Michael Bublé),Idina Menzel,18474,12/8/2017,no,0Ie5uiv54KgCr7P4sYDTHl,spotify:track:0Ie5uiv54KgCr7P4sYDTHl,,,,,,
39,Ahora Me Llama,Karol G,18473,9/1/2017,co,61HHDBLqF3AmSvLfHKNGd2,spotify:track:61HHDBLqF3AmSvLfHKNGd2,,,,,,
54,Wolves,Selena Gomez,18473,11/24/2017,pe,7EmGUiUaOSGDnUUQUDrOXC,spotify:track:7EmGUiUaOSGDnUUQUDrOXC,,,,,,
160,Love On The Brain,Rihanna,18471,3/3/2017,au,2aksifNn5ph8igDOkPBA02,spotify:track:2aksifNn5ph8igDOkPBA02,,,,,,
150,Cool Girl,Tove Lo,18471,1/6/2017,se,5dKyZWlgjWw1oJgLa4GCZD,spotify:track:5dKyZWlgjWw1oJgLa4GCZD,,,,,,
199,Waarom,Kevin,18465,6/9/2017,nl,2XW87Px99RlAkWSYYa9pPD,spotify:track:2XW87Px99RlAkWSYYa9pPD,,,,,,
115,Sólo Mía,Yandel,18463,9/1/2017,cl,3WM3XDNCzEsLvtp59D9oF7,spotify:track:3WM3XDNCzEsLvtp59D9oF7,,,,,,
68,Don Diego,Sleiman,18463,5/12/2017,dk,5EqFKibwuIStKtAW5y8MQt,spotify:track:5EqFKibwuIStKtAW5y8MQt,,,,,,
125,The A Team,Ed Sheeran,18460,1/6/2017,au,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,,,,,,
197,My House,Flo Rida,18460,2/3/2017,se,6Knv6wdA0luoMUuuoYi2i1,spotify:track:6Knv6wdA0luoMUuuoYi2i1,,,,,,
81,Too Good,Drake,18459,1/6/2017,cl,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,,,,,,
155,White Iverson,Post Malone,18458,1/6/2017,ca,6eT7xZZlB2mwyzJ2sUKG6w,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,,,,,,
116,Cuatro Babys,Maluma,18458,9/1/2017,cl,0JoHqmlqE0W0i9prt6kcHR,spotify:track:0JoHqmlqE0W0i9prt6kcHR,,,,,,
175,Sorry,Justin Bieber,18456,2/3/2017,es,69bp2EbF7Q2rqc5N3ylezZ,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,,,,,,
199,I Love You,Axwell /\ Ingrosso,18453,10/27/2017,se,4gZOWIMzQnn8H2ENrs7UsW,spotify:track:4gZOWIMzQnn8H2ENrs7UsW,,,,,,
89,Sin Contrato - Remix,Maluma,18452,3/3/2017,cl,2xNZeeqmwMPVKnD7FSQfgt,spotify:track:2xNZeeqmwMPVKnD7FSQfgt,,,,,,
87,Cake - Challenge Version,Flo Rida,18451,2/3/2017,no,6t2ubAB4iSYOuIpRAOGd4t,spotify:track:6t2ubAB4iSYOuIpRAOGd4t,,,,,,
138,Fiebre,David Bisbal,18450,4/14/2017,es,544E59bf3opnM83UHIop94,spotify:track:544E59bf3opnM83UHIop94,,,,,,
88,Scars To Your Beautiful,Alessia Cara,18449,2/3/2017,no,0prNGof3XqfTvNDxHonvdK,spotify:track:0prNGof3XqfTvNDxHonvdK,,,,,,
29,It Ain't Me (with Selena Gomez),Kygo,18448,7/7/2017,sg,3eR23VReFzcdmS7TYCrhCe,spotify:track:3eR23VReFzcdmS7TYCrhCe,,,,,,
89,De Vez en Cuando,"Franco ""El Gorilla""",18447,5/12/2017,cl,1VRjHqcE8ttKtaj8bTaJyS,spotify:track:1VRjHqcE8ttKtaj8bTaJyS,,,,,,
26,Versace On The Floor,Bruno Mars,18447,2/3/2017,sg,0kN8xEmgMW9mh7UmDYHlJP,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,,,,,,
5,Too Good At Goodbyes - Edit,Sam Smith,18447,10/27/2017,tw,0mel2N9Ws9r4yLQn5QE21Y,spotify:track:0mel2N9Ws9r4yLQn5QE21Y,,,,,,
84,One Night Stand,Vidar Villa,18446,11/24/2017,no,0mYH2p6u1gyi3k40xEOvUT,spotify:track:0mYH2p6u1gyi3k40xEOvUT,,,,,,
17,Dive,Ed Sheeran,18443,3/3/2017,ch,51ChrwmUPDJvedPQnIU8Ls,spotify:track:51ChrwmUPDJvedPQnIU8Ls,,,,,,
200,Glimp Van De Duivel (feat. Nielson),Ali B,18440,5/12/2017,nl,5IfgA1gKbLK1aK0V1AyonR,spotify:track:5IfgA1gKbLK1aK0V1AyonR,,,,,,
185,Miracles (Someone Special),Coldplay,18440,8/4/2017,nl,6uJwPeBGb3swi85TSr9iIz,spotify:track:6uJwPeBGb3swi85TSr9iIz,,,,,,
10,There's Nothing Holdin' Me Back,Shawn Mendes,18440,6/9/2017,pt,79cuOz3SPQTuFrp8WgftAu,spotify:track:79cuOz3SPQTuFrp8WgftAu,,,,,,
98,Amigos y Enemigos - Remix,Trap Capos,18438,7/7/2017,cl,2sA4woGW5KgEgGXXxOKPAZ,spotify:track:2sA4woGW5KgEgGXXxOKPAZ,,,,,,
113,DNA.,Kendrick Lamar,18437,5/12/2017,it,6HZILIRieu8S0iqY8kIKhj,spotify:track:6HZILIRieu8S0iqY8kIKhj,,,,,,
13,Mama,Jonas Blue,18435,6/9/2017,ch,0NiXXAI876aGImAd6rTj8w,spotify:track:0NiXXAI876aGImAd6rTj8w,,,,,,
90,La Cómplice,Alexis y Fido,18434,3/3/2017,cl,5ommnX8qOlbjRspCEFkn57,spotify:track:5ommnX8qOlbjRspCEFkn57,,,,,,
44,Chantaje,Shakira,18433,5/12/2017,co,1WniHvhq9zTkny0WvGXX8o,spotify:track:1WniHvhq9zTkny0WvGXX8o,,,,,,
185,Chained To The Rhythm,Katy Perry,18432,9/1/2017,se,6520aj0B4FSKGVuKNsOCOi,spotify:track:6520aj0B4FSKGVuKNsOCOi,,,,,,
56,Juna,Spekti,18431,11/24/2017,fi,5fB7KNzDNtTLWAa6D2zcBJ,spotify:track:5fB7KNzDNtTLWAa6D2zcBJ,,,,,,
154,Ik Kan Je Niet Laten,Jonna Fraser,18431,2/3/2017,nl,5xWZZwFbtuotkPBsY0Km3c,spotify:track:5xWZZwFbtuotkPBsY0Km3c,,,,,,
3,Échame La Culpa,Luis Fonsi,18430,12/8/2017,pt,1zsG4eaZmkA1dvjDDsAGLK,spotify:track:1zsG4eaZmkA1dvjDDsAGLK,,,,,,
150,Manicomio,Cosculluela,18427,9/1/2017,ar,3n58u3LOFw8mITLvfPvQBz,spotify:track:3n58u3LOFw8mITLvfPvQBz,,,,,,
6,"I Dont Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,18427,3/3/2017,at,3NdDpSvN911VPGivFlV5d0,spotify:track:3NdDpSvN911VPGivFlV5d0,,,,,,
190,Cocaina,Kempi,18426,9/1/2017,nl,0f7P48sOfMxTmlLsdBIa6T,spotify:track:0f7P48sOfMxTmlLsdBIa6T,,,,,,
200,Wasteman,Frenna,18424,6/9/2017,nl,1iYDdQ1KfnPmt9gQ3gPalm,spotify:track:1iYDdQ1KfnPmt9gQ3gPalm,,,,,,
54,Attention,Charlie Puth,18424,8/4/2017,pe,4iLqG9SeJSnt0cSPICSjxv,spotify:track:4iLqG9SeJSnt0cSPICSjxv,,,,,,
191,Louis Vuitton,Armoo,18423,9/1/2017,nl,1hikPCpDhD4e21XzoNlmNZ,spotify:track:1hikPCpDhD4e21XzoNlmNZ,,,,,,
139,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,18423,4/14/2017,es,68EMU2RD1ECNeOeJ5qAXCV,spotify:track:68EMU2RD1ECNeOeJ5qAXCV,,,,,,
140,Don't Let Me Down,The Chainsmokers,18422,4/14/2017,es,0QsvXIfqM0zZoerQfsI9lm,spotify:track:0QsvXIfqM0zZoerQfsI9lm,,,,,,
169,Praying,Kesha,18422,8/4/2017,se,79NlESqzFSW0hdBWgls4FX,spotify:track:79NlESqzFSW0hdBWgls4FX,,,,,,
32,Call On Me - Ryan Riback Extended Remix,Starley,18421,5/12/2017,sg,78rIJddV4X0HkNAInEcYde,spotify:track:78rIJddV4X0HkNAInEcYde,,,,,,
71,Love On Me,Galantis,18420,1/6/2017,no,2MHCiOohBZEQuLgDTPvSzF,spotify:track:2MHCiOohBZEQuLgDTPvSzF,,,,,,
186,La Estrategia,Cali Y El Dandee,18420,8/4/2017,es,5fqE4mcMADOX0qTuIlpLZL,spotify:track:5fqE4mcMADOX0qTuIlpLZL,,,,,,
198,False Alarm,Matoma,18419,4/14/2017,se,7gZQfdEQpmwAoPHSbEHzms,spotify:track:7gZQfdEQpmwAoPHSbEHzms,,,,,,
152,Mask Off,Future,18418,7/7/2017,it,3rOSwuTsUlJp0Pu0MkN8r8,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,,,,,,
22,Side To Side,Ariana Grande,18418,1/6/2017,sg,4pLwZjInHj3SimIyN9SnOz,spotify:track:4pLwZjInHj3SimIyN9SnOz,,,,,,
76,De Snakker (feat. Stepz),NODE,18417,9/1/2017,dk,7c6DueTr5BfxnF4RvtEccH,spotify:track:7c6DueTr5BfxnF4RvtEccH,,,,,,
153,Milionario - Spanish Edit,Gue Pequeno,18417,7/7/2017,it,1X4bRdi8Ex9g6pqpzruxHv,spotify:track:1X4bRdi8Ex9g6pqpzruxHv,,,,,,
161,September Song,JP Cooper,18416,3/3/2017,au,0FuTx2s3YH1ppmtiM6l0zI,spotify:track:0FuTx2s3YH1ppmtiM6l0zI,,,,,,
200,Trakten min,Yasin,18415,10/27/2017,se,2HuMRW4PILLHwRb21oUhdO,spotify:track:2HuMRW4PILLHwRb21oUhdO,,,,,,
170,Rollin (feat. Future & Khalid),Calvin Harris,18414,8/4/2017,se,0lMbuWUpfTWhEmOKxppEau,spotify:track:0lMbuWUpfTWhEmOKxppEau,,,,,,
162,Everyday,Ariana Grande,18413,3/3/2017,au,3FiE2d325mIOc4YjkSLVJR,spotify:track:3FiE2d325mIOc4YjkSLVJR,,,,,,
69,Hunter,Galantis,18413,5/12/2017,dk,3caMfJGFp53NAH2TuigdNj,spotify:track:3caMfJGFp53NAH2TuigdNj,,,,,,
9,Paris,The Chainsmokers,18410,4/14/2017,ch,72jbDTw1piOOj770jWNeaG,spotify:track:72jbDTw1piOOj770jWNeaG,,,,,,
114,Million Reasons,Lady Gaga,18409,5/12/2017,it,50PWlIBU7PlGGwzgN8TiFJ,spotify:track:50PWlIBU7PlGGwzgN8TiFJ,,,,,,
154,Bank Account,21 Savage,18409,9/1/2017,it,5eqK0tbzUPo2SoeZsov04s,spotify:track:5eqK0tbzUPo2SoeZsov04s,,,,,,
4,Escápate Conmigo,Wisin,18406,9/1/2017,cr,2cnKEkpVUSV4wnjQiTWfH6,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,,,,,,
10,Silence,Marshmello,18406,10/27/2017,ch,7vGuf3Y35N4wmASOKLUVVU,spotify:track:7vGuf3Y35N4wmASOKLUVVU,,,,,,
32,DNA,BTS,18404,10/27/2017,sg,5SE57ljOIUJ1ybL9U6CuBH,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,,,,,,
194,Paris,The Chainsmokers,18403,7/7/2017,es,72jbDTw1piOOj770jWNeaG,spotify:track:72jbDTw1piOOj770jWNeaG,,,,,,
186,Ekta,Denz,18403,9/1/2017,se,1iGo1F5FKIDGf1fiKMHUIk,spotify:track:1iGo1F5FKIDGf1fiKMHUIk,,,,,,
24,All Time Low,Jon Bellion,18401,2/3/2017,pl,1CnPYaKxTVb4LWOtiGOm0m,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,,,,,,
198,Cold Water (feat. Justin Bieber & MØ),Major Lazer,18400,6/9/2017,es,6DNtNfH8hXkqOX1sjqmI7p,spotify:track:6DNtNfH8hXkqOX1sjqmI7p,,,,,,
29,All We Know,The Chainsmokers,18399,1/6/2017,nz,2rizacJSyD9S1IQUxUxnsK,spotify:track:2rizacJSyD9S1IQUxUxnsK,,,,,,
